60.139999,8.860000,22.879999,7.240000,5.100000,5.100000,12.000000,17.719999,22.020000,24.000000,24.000000,24.279999,20.779999,20.139999,17.719999,14.020000,15.339999,14.020000,9.559999,10.219999,8.080000,10.219999,6.260000,7.240000,3.620000,5.100000,5.100000,6.260000,5.100000,0.000000,0.000000,5.100000,6.260000,7.240000,8.080000,7.240000,6.260000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,3.620000,5.100000,5.100000,6.260000,6.260000,7.240000,7.240000,8.080000,8.080000,8.080000,8.080000,8.080000,8.080000,8.080000,8.080000,8.860000,10.219999,10.219999
44.779999,15.780000,14.480000,26.099998,33.360001,29.840000,35.459999,36.200001,38.139999,37.439999,33.360001,29.179998,27.080000,21.100000,18.799999,15.339999,11.440000,8.080000,6.260000,3.620000,3.620000,3.620000,5.100000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,5.100000,6.260000,6.260000,6.260000,6.260000,6.260000,6.260000,7.240000,6.260000,6.260000,6.260000,6.260000,6.260000,5.100000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000
96.379997,46.639999,25.080000,25.599998,35.099998,48.700001,61.419998,66.659996,61.959999,63.939999,61.000000,56.879997,45.779999,52.459999,40.299999,47.739998,31.139999,33.959999,24.279999,26.099998,19.480000,17.719999,17.359999,24.539999,10.219999,14.020000,13.040000,11.440000,7.240000,3.620000,3.620000,3.620000,16.980000,25.080000,18.459999,21.400000,18.459999,28.959999,21.400000,16.980000,15.780000,14.920000,15.780000,14.920000,13.540000,11.440000,10.219999,12.000000,12.000000,10.860000,12.540000,13.040000,16.180000,17.719999,18.100000,19.139999,19.139999,19.480000,18.100000,17.719999,16.980000,15.780000,14.020000,13.040000
79.479996,196.319992,34.139999,88.360001,108.899994,103.739998,91.799995,84.959999,84.419998,84.419998,85.739998,77.979996,75.080002,74.439995,73.580002,75.759995,69.540001,63.320000,57.799999,51.439999,44.480000,39.139999,32.380001,31.340000,27.080000,25.080000,24.820000,24.820000,22.020000,16.980000,12.540000,8.860000,9.559999,9.559999,8.080000,9.559999,11.440000,14.480000,15.780000,19.139999,23.180000,26.599998,27.799999,28.719999,29.400000,30.500000,32.779999,34.340000,35.099998,36.559998,36.919998,35.459999,34.340000,32.579998,29.840000,27.320000,25.340000,22.879999,20.779999,19.480000,18.100000,16.580000,16.180000,15.339999
50.160000,39.480000,22.879999,10.219999,18.459999,24.279999,29.179998,28.260000,24.820000,23.459999,23.740000,20.459999,17.719999,14.920000,13.040000,10.860000,9.559999,8.860000,9.559999,6.260000,8.080000,8.860000,9.559999,10.219999,8.080000,5.100000,3.620000,0.000000,0.000000,7.240000,8.860000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,0.000000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,5.100000,7.240000,7.240000,7.240000,8.080000,8.080000,7.240000,7.240000,6.260000,6.260000,6.260000
246.119995,59.799999,20.459999,28.719999,38.639999,57.239998,60.139999,59.919998,58.480000,61.000000,58.699997,60.680000,52.199997,51.059998,41.259998,27.559999,25.080000,14.920000,22.299999,25.340000,20.459999,24.000000,19.139999,24.000000,17.719999,14.020000,3.620000,7.240000,10.219999,6.260000,3.620000,3.620000,3.620000,3.620000,9.559999,8.860000,12.000000,12.540000,7.240000,17.719999,20.139999,23.459999,25.340000,19.480000,20.459999,23.180000,15.339999,14.020000,9.559999,8.080000,3.620000,5.100000,7.240000,8.860000,6.260000,10.219999,12.540000,3.620000,5.100000,10.860000,8.080000,6.260000,6.260000,0.000000
209.519989,108.899994,32.380001,39.320000,53.939999,62.480000,67.519997,66.459999,61.320000,57.340000,49.759998,42.820000,41.259998,37.259998,37.259998,40.619999,41.899998,36.200001,42.360001,38.820000,29.179998,34.520000,25.599998,28.039999,27.799999,34.719997,36.200001,25.340000,21.100000,14.480000,15.339999,8.080000,14.920000,22.600000,18.459999,10.219999,5.100000,3.620000,5.100000,7.240000,8.860000,17.719999,19.820000,16.980000,20.139999,17.719999,32.579998,30.279999,21.719999,18.459999,22.020000,16.180000,19.139999,22.600000,11.440000,14.020000,14.920000,8.860000,8.860000,8.860000,12.540000,9.559999,12.540000,10.219999
44.180000,46.919998,49.360001,54.180000,53.320000,47.480000,50.020000,50.680000,47.739998,41.099998,33.559998,29.840000,24.539999,21.719999,20.139999,18.100000,12.000000,7.240000,6.260000,5.100000,3.620000,3.620000,5.100000,5.100000,6.260000,7.240000,7.240000,7.240000,6.260000,5.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,5.100000,5.100000,7.240000,7.240000,8.080000,8.860000,8.860000,8.860000,8.860000,9.559999,8.860000,8.080000,8.860000,8.860000,7.240000,7.240000,6.260000,5.100000,5.100000,5.100000,3.620000,3.620000
72.220001,24.539999,30.279999,37.259998,38.820000,36.559998,36.559998,33.360001,30.500000,29.619999,23.740000,22.299999,19.139999,14.020000,11.440000,27.320000,30.279999,16.180000,7.240000,10.860000,12.000000,11.440000,10.860000,8.860000,5.100000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,5.100000,7.240000,8.860000,9.559999,7.240000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000,3.620000
114.180000,203.399994,171.940002,120.500000,99.540001,114.820000,105.479996,98.540001,77.400002,69.720001,70.580002,62.180000,57.680000,51.320000,32.980000,19.480000,15.780000,17.359999,22.299999,18.799999,9.559999,6.260000,6.260000,5.100000,3.620000,6.260000,9.559999,10.860000,12.000000,12.540000,12.000000,11.440000,14.920000,15.339999,14.480000,14.920000,16.580000,16.180000,16.580000,16.580000,15.339999,14.020000,14.020000,14.480000,14.020000,13.540000,13.040000,12.000000,12.000000,12.540000,12.540000,12.540000,13.540000,13.540000,12.540000,13.540000,13.040000,12.000000,13.040000,12.000000,11.440000,10.860000,10.860000,9.559999
41.259998,40.459999,39.820000,37.799999,36.559998,37.259998,31.760000,29.619999,25.340000,23.180000,20.139999,16.980000,13.040000,8.860000,5.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,5.100000,5.100000,5.100000,3.620000,5.100000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,5.100000,7.240000,8.080000,8.080000,7.240000,7.240000,6.260000,5.100000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000
50.939999,30.500000,36.559998,48.959999,50.939999,55.719997,61.099998,56.079998,50.279999,45.200001,37.259998,25.599998,16.580000,10.860000,6.260000,3.620000,6.260000,3.620000,6.260000,8.860000,10.219999,13.040000,15.339999,14.020000,12.000000,9.559999,8.080000,5.100000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.100000,5.100000,7.240000,7.240000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,5.100000,7.240000,7.240000,7.240000,8.080000,8.080000,7.240000,7.240000,7.240000
45.779999,29.840000,30.699999,55.020000,81.419998,105.540001,111.339996,113.959999,111.220001,101.680000,84.360001,72.580002,70.839996,58.599998,65.559998,58.599998,48.700001,36.559998,24.000000,18.799999,11.440000,8.080000,5.100000,5.100000,5.100000,5.100000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,5.100000,5.100000,5.100000,6.260000,6.260000,6.260000,6.260000,6.260000,5.100000,6.260000,6.260000,5.100000,5.100000,5.100000,5.100000,3.620000,5.100000,3.620000,0.000000,3.620000,0.000000,0.000000,0.000000,0.000000
53.439999,51.699997,86.360001,88.820000,109.579994,119.619995,127.540001,131.119995,136.179993,150.720001,143.259995,143.940002,146.819992,139.839996,123.439995,113.220001,118.540001,119.419998,128.399994,108.119995,100.459999,73.839996,53.079998,27.080000,18.459999,13.040000,8.080000,7.240000,5.100000,6.260000,6.260000,6.260000,6.260000,8.080000,10.219999,9.559999,5.100000,5.100000,6.260000,5.100000,6.260000,3.620000,3.620000,3.620000,5.100000,5.100000,5.100000,6.260000,7.240000,7.240000,7.240000,7.240000,6.260000,5.100000,5.100000,3.620000,3.620000,6.260000,8.080000,8.080000,9.559999,10.219999,10.219999,10.219999
226.259995,233.220001,106.720001,149.539993,132.179993,155.720001,166.119995,169.459991,178.179993,196.839996,200.619995,200.800003,207.139999,211.339996,211.440002,216.979996,222.699997,206.279999,172.419998,151.500000,148.020004,150.039993,146.440002,158.519989,134.779999,125.719994,123.500000,106.899994,96.379997,74.540001,51.320000,37.619999,20.139999,16.980000,14.480000,12.540000,8.860000,7.240000,7.240000,10.219999,12.540000,14.920000,17.719999,16.980000,16.980000,19.139999,18.100000,20.459999,16.180000,20.779999,14.020000,18.459999,13.540000,13.040000,12.540000,12.540000,13.540000,14.020000,16.980000,14.920000,14.920000,15.780000,13.040000,8.860000
203.339996,123.339996,36.919998,73.019997,94.759995,96.519997,94.400002,103.599998,116.799995,116.639999,136.559998,136.179993,147.319992,145.199997,151.919998,167.860001,167.300003,144.119995,129.759995,109.579994,81.339996,65.059998,56.660000,41.579998,29.840000,16.580000,12.000000,8.860000,8.860000,8.080000,8.860000,8.080000,8.860000,9.559999,9.559999,8.860000,8.080000,6.260000,5.100000,5.100000,3.620000,0.000000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,3.620000
42.520000,30.920000,23.740000,12.000000,5.100000,5.100000,8.080000,6.260000,10.219999,6.260000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,0.000000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,5.100000,5.100000,5.100000,6.260000,6.260000,6.260000,6.260000,6.260000,5.100000,6.260000,6.260000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,0.000000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000
45.200001,49.899998,53.320000,53.559998,55.599998,48.279999,48.559998,41.579998,31.139999,26.599998,19.480000,13.540000,7.240000,5.100000,8.080000,10.219999,10.860000,10.860000,10.860000,12.000000,12.000000,12.000000,12.000000,11.440000,8.860000,6.260000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.100000,6.260000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,0.000000,0.000000,0.000000
45.500000,46.500000,59.699997,54.779999,49.639999,45.919998,40.299999,28.260000,20.139999,14.020000,7.240000,8.080000,8.860000,12.540000,13.540000,14.020000,14.920000,14.920000,14.480000,14.020000,12.540000,10.860000,8.860000,8.860000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,5.100000,7.240000,8.860000,9.559999,8.860000,6.260000,0.000000,0.000000,3.620000,6.260000,9.559999,10.219999,12.000000,10.219999,7.240000,8.860000,7.240000,6.260000,5.100000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.620000,3.620000,5.100000,5.100000
40.459999,45.059998,39.980000,43.279999,40.619999,37.959999,33.360001,25.599998,16.980000,10.219999,3.620000,3.620000,7.240000,6.260000,3.620000,0.000000,5.100000,8.080000,10.219999,12.540000,12.540000,8.860000,6.260000,3.620000,0.000000,0.000000,0.000000,3.620000,5.100000,5.100000,6.260000,7.240000,7.240000,7.240000,8.080000,7.240000,7.240000,8.080000,7.240000,6.260000,7.240000,6.260000,6.260000,5.100000,5.100000,5.100000,3.620000,3.620000,3.620000,3.620000,3.620000,3.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
